temperature	v_out
-5.000000000000000e+00	2.513076e+00
1.500000000000000e+01	2.542813e+00
3.500000000000000e+01	2.478520e+00
5.500000000000000e+01	2.482595e+00
7.500000000000000e+01	2.501526e+00
9.500000000000000e+01	2.512712e+00
1.150000000000000e+02	2.508720e+00
1.250000000000000e+02	2.458172e+00
-4.500000000000000e+01	2.496552e+00
-2.500000000000000e+01	2.516618e+00
-5.000000000000000e+00	2.526138e+00
1.500000000000000e+01	2.487315e+00
3.500000000000000e+01	2.526249e+00
5.500000000000000e+01	2.497061e+00
7.500000000000000e+01	2.510911e+00
9.500000000000000e+01	2.490057e+00
1.150000000000000e+02	2.462960e+00
1.250000000000000e+02	2.537109e+00
-4.500000000000000e+01	2.505389e+00
-2.500000000000000e+01	2.520706e+00
-5.000000000000000e+00	2.488240e+00
1.500000000000000e+01	2.539032e+00
3.500000000000000e+01	2.498982e+00
5.500000000000000e+01	2.477473e+00
7.500000000000000e+01	2.507941e+00
9.500000000000000e+01	2.479627e+00
1.150000000000000e+02	2.476320e+00
1.250000000000000e+02	2.486188e+00
-4.500000000000000e+01	2.483086e+00
-2.500000000000000e+01	2.538633e+00
-5.000000000000000e+00	2.479330e+00
1.500000000000000e+01	2.520706e+00
3.500000000000000e+01	2.454175e+00
5.500000000000000e+01	2.484334e+00
7.500000000000000e+01	2.475863e+00
9.500000000000000e+01	2.534208e+00
1.150000000000000e+02	2.492429e+00
1.250000000000000e+02	2.482442e+00
-4.500000000000000e+01	2.456054e+00
-2.500000000000000e+01	2.466848e+00
-5.000000000000000e+00	2.500019e+00
1.500000000000000e+01	2.500446e+00
3.500000000000000e+01	2.462629e+00
5.500000000000000e+01	2.472105e+00
7.500000000000000e+01	2.512847e+00
9.500000000000000e+01	2.536488e+00
1.150000000000000e+02	2.533012e+00
1.250000000000000e+02	2.559189e+00
-4.500000000000000e+01	2.515275e+00
-2.500000000000000e+01	2.494309e+00
-5.000000000000000e+00	2.477130e+00
1.500000000000000e+01	2.479897e+00
3.500000000000000e+01	2.518702e+00
5.500000000000000e+01	2.495623e+00
7.500000000000000e+01	2.496859e+00
9.500000000000000e+01	2.526380e+00
1.150000000000000e+02	2.491106e+00
1.250000000000000e+02	2.525970e+00
-4.500000000000000e+01	2.525657e+00
-2.500000000000000e+01	2.477427e+00
-5.000000000000000e+00	2.535314e+00
1.500000000000000e+01	2.494588e+00
3.500000000000000e+01	2.471462e+00
5.500000000000000e+01	2.498056e+00
7.500000000000000e+01	2.527666e+00
9.500000000000000e+01	2.487208e+00
1.150000000000000e+02	2.492636e+00
1.250000000000000e+02	2.488977e+00
-4.500000000000000e+01	2.501731e+00
-2.500000000000000e+01	2.486161e+00
-5.000000000000000e+00	2.524983e+00
1.500000000000000e+01	2.536036e+00
3.500000000000000e+01	2.466152e+00
5.500000000000000e+01	2.516102e+00
7.500000000000000e+01	2.515683e+00
9.500000000000000e+01	2.487538e+00
1.150000000000000e+02	2.468771e+00
1.250000000000000e+02	2.543093e+00
-4.500000000000000e+01	2.533784e+00
-2.500000000000000e+01	2.517212e+00
-5.000000000000000e+00	2.508437e+00
1.500000000000000e+01	2.494388e+00
3.500000000000000e+01	2.459483e+00
5.500000000000000e+01	2.540803e+00
7.500000000000000e+01	2.495074e+00
9.500000000000000e+01	2.523022e+00
1.150000000000000e+02	2.459638e+00
1.250000000000000e+02	2.501382e+00
-4.500000000000000e+01	2.496211e+00
-2.500000000000000e+01	2.525281e+00
-5.000000000000000e+00	2.544549e+00
1.500000000000000e+01	2.543165e+00
3.500000000000000e+01	2.540292e+00
5.500000000000000e+01	2.473835e+00
7.500000000000000e+01	2.513649e+00
9.500000000000000e+01	2.526054e+00
1.150000000000000e+02	2.516576e+00
1.250000000000000e+02	2.494907e+00
-4.500000000000000e+01	2.475193e+00
-2.500000000000000e+01	2.485511e+00
-5.000000000000000e+00	2.481923e+00
1.500000000000000e+01	2.505570e+00
3.500000000000000e+01	2.473380e+00
5.500000000000000e+01	2.491169e+00
7.500000000000000e+01	2.517142e+00
9.500000000000000e+01	2.514931e+00
1.150000000000000e+02	2.490685e+00
1.250000000000000e+02	2.495957e+00
-4.500000000000000e+01	2.482333e+00
-2.500000000000000e+01	2.486372e+00
-5.000000000000000e+00	2.495958e+00
1.500000000000000e+01	2.439633e+00
3.500000000000000e+01	2.460978e+00
5.500000000000000e+01	2.528436e+00
7.500000000000000e+01	2.528417e+00
9.500000000000000e+01	2.507491e+00
1.150000000000000e+02	2.499543e+00
1.250000000000000e+02	2.438249e+00
-4.500000000000000e+01	2.510504e+00
-2.500000000000000e+01	2.499600e+00
-5.000000000000000e+00	2.554219e+00
1.500000000000000e+01	2.485320e+00
3.500000000000000e+01	2.526319e+00
5.500000000000000e+01	2.480840e+00
7.500000000000000e+01	2.508235e+00
9.500000000000000e+01	2.536698e+00
1.150000000000000e+02	2.511074e+00
1.250000000000000e+02	2.490653e+00
-4.500000000000000e+01	2.489464e+00
-2.500000000000000e+01	2.496112e+00
-5.000000000000000e+00	2.531831e+00
1.500000000000000e+01	2.532588e+00
3.500000000000000e+01	2.493788e+00
5.500000000000000e+01	2.500489e+00
7.500000000000000e+01	2.596011e+00
9.500000000000000e+01	2.482016e+00
1.150000000000000e+02	2.483777e+00
1.250000000000000e+02	2.494596e+00
-4.500000000000000e+01	2.506648e+00
-2.500000000000000e+01	2.508053e+00
-5.000000000000000e+00	2.487573e+00
1.500000000000000e+01	2.496569e+00
3.500000000000000e+01	2.488487e+00
5.500000000000000e+01	2.489960e+00
7.500000000000000e+01	2.563587e+00
9.500000000000000e+01	2.534417e+00
1.150000000000000e+02	2.531161e+00
1.250000000000000e+02	2.533357e+00
-4.500000000000000e+01	2.503486e+00
-2.500000000000000e+01	2.500803e+00
-5.000000000000000e+00	2.504556e+00
1.500000000000000e+01	2.519598e+00
3.500000000000000e+01	2.499894e+00
5.500000000000000e+01	2.477354e+00
7.500000000000000e+01	2.515968e+00
9.500000000000000e+01	2.538796e+00
1.150000000000000e+02	2.537060e+00
1.250000000000000e+02	2.535930e+00
-4.500000000000000e+01	2.538006e+00
-2.500000000000000e+01	2.539718e+00
-5.000000000000000e+00	2.471041e+00
1.500000000000000e+01	2.479494e+00
3.500000000000000e+01	2.507641e+00
5.500000000000000e+01	2.501692e+00
7.500000000000000e+01	2.495743e+00
9.500000000000000e+01	2.491259e+00
1.150000000000000e+02	2.480439e+00
1.250000000000000e+02	2.483296e+00
-4.500000000000000e+01	2.507658e+00
-2.500000000000000e+01	2.460362e+00
-5.000000000000000e+00	2.476857e+00
1.500000000000000e+01	2.527007e+00
3.500000000000000e+01	2.538909e+00
5.500000000000000e+01	2.525601e+00
7.500000000000000e+01	2.464546e+00
9.500000000000000e+01	2.530135e+00
1.150000000000000e+02	2.469714e+00
1.250000000000000e+02	2.546050e+00
-4.500000000000000e+01	2.500364e+00
-2.500000000000000e+01	2.443984e+00
-5.000000000000000e+00	2.526843e+00
1.500000000000000e+01	2.497087e+00
3.500000000000000e+01	2.450723e+00
5.500000000000000e+01	2.494169e+00
7.500000000000000e+01	2.522339e+00
9.500000000000000e+01	2.518603e+00
1.150000000000000e+02	2.462953e+00
1.250000000000000e+02	2.499741e+00
-4.500000000000000e+01	2.506653e+00
-2.500000000000000e+01	2.495337e+00
-5.000000000000000e+00	2.509387e+00
1.500000000000000e+01	2.487150e+00
3.500000000000000e+01	2.482744e+00
5.500000000000000e+01	2.458159e+00
7.500000000000000e+01	2.549266e+00
9.500000000000000e+01	2.488153e+00
1.150000000000000e+02	2.499704e+00
1.250000000000000e+02	2.540861e+00
-4.500000000000000e+01	2.478442e+00
-2.500000000000000e+01	2.556612e+00
-5.000000000000000e+00	2.486167e+00
1.500000000000000e+01	2.471043e+00
3.500000000000000e+01	2.445042e+00
5.500000000000000e+01	2.523153e+00
7.500000000000000e+01	2.517386e+00
9.500000000000000e+01	2.483450e+00
1.150000000000000e+02	2.496811e+00
1.250000000000000e+02	2.525339e+00
-4.500000000000000e+01	2.524878e+00
-2.500000000000000e+01	2.496039e+00
-5.000000000000000e+00	2.567528e+00
1.500000000000000e+01	2.454635e+00
3.500000000000000e+01	2.462693e+00
5.500000000000000e+01	2.448393e+00
7.500000000000000e+01	2.470610e+00
9.500000000000000e+01	2.523647e+00
1.150000000000000e+02	2.454182e+00
1.250000000000000e+02	2.526000e+00
-4.500000000000000e+01	2.485109e+00
-2.500000000000000e+01	2.458487e+00
-5.000000000000000e+00	2.453724e+00
1.500000000000000e+01	2.508340e+00
3.500000000000000e+01	2.501256e+00
5.500000000000000e+01	2.548166e+00
7.500000000000000e+01	2.485579e+00
9.500000000000000e+01	2.511607e+00
1.150000000000000e+02	2.492612e+00
1.250000000000000e+02	2.472726e+00
-4.500000000000000e+01	2.447757e+00
-2.500000000000000e+01	2.484514e+00
-5.000000000000000e+00	2.472735e+00
1.500000000000000e+01	2.477195e+00
3.500000000000000e+01	2.524142e+00
5.500000000000000e+01	2.477229e+00
7.500000000000000e+01	2.535563e+00
9.500000000000000e+01	2.499301e+00
1.150000000000000e+02	2.499768e+00
1.250000000000000e+02	2.467685e+00
-4.500000000000000e+01	2.517111e+00
-2.500000000000000e+01	2.535992e+00
-5.000000000000000e+00	2.498551e+00
1.500000000000000e+01	2.535866e+00
3.500000000000000e+01	2.496350e+00
5.500000000000000e+01	2.533718e+00
7.500000000000000e+01	2.477232e+00
9.500000000000000e+01	2.469073e+00
1.150000000000000e+02	2.490972e+00
1.250000000000000e+02	2.500108e+00
-4.500000000000000e+01	2.516525e+00
-2.500000000000000e+01	2.462946e+00
-5.000000000000000e+00	2.472098e+00
1.500000000000000e+01	2.498120e+00
3.500000000000000e+01	2.466748e+00
5.500000000000000e+01	2.500588e+00
7.500000000000000e+01	2.462892e+00
9.500000000000000e+01	2.482603e+00
1.150000000000000e+02	2.469692e+00
1.250000000000000e+02	2.518460e+00
-4.500000000000000e+01	2.505502e+00
-2.500000000000000e+01	2.497782e+00
-5.000000000000000e+00	2.457112e+00
1.500000000000000e+01	2.499792e+00
3.500000000000000e+01	2.513325e+00
5.500000000000000e+01	2.453757e+00
7.500000000000000e+01	2.512717e+00
9.500000000000000e+01	2.515952e+00
1.150000000000000e+02	2.491309e+00
1.250000000000000e+02	2.477313e+00
-4.500000000000000e+01	2.474482e+00
-2.500000000000000e+01	2.510359e+00
-5.000000000000000e+00	2.482657e+00
1.500000000000000e+01	2.463567e+00
3.500000000000000e+01	2.451193e+00
5.500000000000000e+01	2.485460e+00
7.500000000000000e+01	2.487253e+00
9.500000000000000e+01	2.508151e+00
1.150000000000000e+02	2.537819e+00
1.250000000000000e+02	2.506655e+00
