temperature	v_out
1.150000000000000e+02	2.481076e+00
1.250000000000000e+02	2.500387e+00
-4.500000000000000e+01	2.452246e+00
-2.500000000000000e+01	2.530473e+00
-5.000000000000000e+00	2.535561e+00
1.500000000000000e+01	2.500548e+00
3.500000000000000e+01	2.487346e+00
5.500000000000000e+01	2.495135e+00
7.500000000000000e+01	2.463636e+00
9.500000000000000e+01	2.520419e+00
1.150000000000000e+02	2.531499e+00
1.250000000000000e+02	2.490892e+00
-4.500000000000000e+01	2.512419e+00
-2.500000000000000e+01	2.514614e+00
-5.000000000000000e+00	2.482723e+00
1.500000000000000e+01	2.484160e+00
3.500000000000000e+01	2.519566e+00
5.500000000000000e+01	2.528427e+00
7.500000000000000e+01	2.483645e+00
9.500000000000000e+01	2.496786e+00
1.150000000000000e+02	2.544907e+00
1.250000000000000e+02	2.508359e+00
-4.500000000000000e+01	2.537855e+00
-2.500000000000000e+01	2.513712e+00
-5.000000000000000e+00	2.519974e+00
1.500000000000000e+01	2.545282e+00
3.500000000000000e+01	2.483316e+00
5.500000000000000e+01	2.525312e+00
7.500000000000000e+01	2.537717e+00
9.500000000000000e+01	2.518042e+00
1.150000000000000e+02	2.473788e+00
1.250000000000000e+02	2.513821e+00
-4.500000000000000e+01	2.511213e+00
-2.500000000000000e+01	2.512238e+00
-5.000000000000000e+00	2.473614e+00
1.500000000000000e+01	2.509222e+00
3.500000000000000e+01	2.476081e+00
5.500000000000000e+01	2.511876e+00
7.500000000000000e+01	2.497532e+00
9.500000000000000e+01	2.451791e+00
1.150000000000000e+02	2.468716e+00
1.250000000000000e+02	2.511510e+00
-4.500000000000000e+01	2.434805e+00
-2.500000000000000e+01	2.471425e+00
-5.000000000000000e+00	2.505019e+00
1.500000000000000e+01	2.481349e+00
3.500000000000000e+01	2.554125e+00
5.500000000000000e+01	2.482255e+00
7.500000000000000e+01	2.527963e+00
9.500000000000000e+01	2.525116e+00
1.150000000000000e+02	2.538553e+00
1.250000000000000e+02	2.501767e+00
-4.500000000000000e+01	2.489211e+00
-2.500000000000000e+01	2.482662e+00
-5.000000000000000e+00	2.482259e+00
1.500000000000000e+01	2.531405e+00
3.500000000000000e+01	2.448639e+00
5.500000000000000e+01	2.484697e+00
7.500000000000000e+01	2.516457e+00
9.500000000000000e+01	2.524504e+00
1.150000000000000e+02	2.509761e+00
1.250000000000000e+02	2.522862e+00
-4.500000000000000e+01	2.480616e+00
-2.500000000000000e+01	2.502943e+00
-5.000000000000000e+00	2.510418e+00
1.500000000000000e+01	2.487709e+00
3.500000000000000e+01	2.524336e+00
5.500000000000000e+01	2.508576e+00
7.500000000000000e+01	2.516130e+00
9.500000000000000e+01	2.475523e+00
1.150000000000000e+02	2.513631e+00
1.250000000000000e+02	2.569098e+00
-4.500000000000000e+01	2.517193e+00
-2.500000000000000e+01	2.419004e+00
-5.000000000000000e+00	2.547844e+00
1.500000000000000e+01	2.559950e+00
3.500000000000000e+01	2.528616e+00
5.500000000000000e+01	2.508346e+00
7.500000000000000e+01	2.469093e+00
9.500000000000000e+01	2.496147e+00
1.150000000000000e+02	2.468023e+00
1.250000000000000e+02	2.461935e+00
-4.500000000000000e+01	2.495235e+00
-2.500000000000000e+01	2.481308e+00
-5.000000000000000e+00	2.546306e+00
1.500000000000000e+01	2.497089e+00
3.500000000000000e+01	2.531461e+00
5.500000000000000e+01	2.492437e+00
7.500000000000000e+01	2.463110e+00
9.500000000000000e+01	2.515572e+00
1.150000000000000e+02	2.484222e+00
1.250000000000000e+02	2.452472e+00
-4.500000000000000e+01	2.472676e+00
-2.500000000000000e+01	2.489610e+00
-5.000000000000000e+00	2.516318e+00
1.500000000000000e+01	2.506133e+00
3.500000000000000e+01	2.501130e+00
5.500000000000000e+01	2.509145e+00
7.500000000000000e+01	2.493904e+00
9.500000000000000e+01	2.474253e+00
1.150000000000000e+02	2.485368e+00
1.250000000000000e+02	2.490583e+00
-4.500000000000000e+01	2.476380e+00
-2.500000000000000e+01	2.543718e+00
-5.000000000000000e+00	2.511017e+00
1.500000000000000e+01	2.519004e+00
3.500000000000000e+01	2.533252e+00
5.500000000000000e+01	2.475197e+00
7.500000000000000e+01	2.538974e+00
9.500000000000000e+01	2.470809e+00
1.150000000000000e+02	2.503849e+00
1.250000000000000e+02	2.491449e+00
-4.500000000000000e+01	2.516948e+00
-2.500000000000000e+01	2.495249e+00
-5.000000000000000e+00	2.531648e+00
1.500000000000000e+01	2.488950e+00
3.500000000000000e+01	2.538078e+00
5.500000000000000e+01	2.462414e+00
7.500000000000000e+01	2.502624e+00
9.500000000000000e+01	2.472988e+00
1.150000000000000e+02	2.475096e+00
1.250000000000000e+02	2.489741e+00
-4.500000000000000e+01	2.510156e+00
-2.500000000000000e+01	2.513872e+00
-5.000000000000000e+00	2.508228e+00
1.500000000000000e+01	2.518486e+00
3.500000000000000e+01	2.425250e+00
5.500000000000000e+01	2.462036e+00
7.500000000000000e+01	2.509977e+00
9.500000000000000e+01	2.487002e+00
