run	V(output)
2.800000000000000e+01	2.494591e+00
2.900000000000000e+01	2.500278e+00
3.000000000000000e+01	2.499549e+00
3.100000000000000e+01	2.507658e+00
3.200000000000000e+01	2.505765e+00
3.300000000000000e+01	2.519195e+00
3.400000000000000e+01	2.495274e+00
3.500000000000000e+01	2.501132e+00
3.600000000000000e+01	2.502670e+00
3.700000000000000e+01	2.488471e+00
3.800000000000000e+01	2.497232e+00
3.900000000000000e+01	2.496379e+00
4.000000000000000e+01	2.506773e+00
4.100000000000000e+01	2.498312e+00
4.200000000000000e+01	2.493458e+00
4.300000000000000e+01	2.503943e+00
4.400000000000000e+01	2.512411e+00
4.500000000000000e+01	2.508687e+00
4.600000000000000e+01	2.491254e+00
4.700000000000000e+01	2.510508e+00
4.800000000000000e+01	2.506410e+00
4.900000000000000e+01	2.499710e+00
5.000000000000000e+01	2.489879e+00
5.100000000000000e+01	2.499427e+00
5.200000000000000e+01	2.509907e+00
5.300000000000000e+01	2.494763e+00
5.400000000000000e+01	2.494513e+00
5.500000000000000e+01	2.485037e+00
5.600000000000000e+01	2.500882e+00
5.700000000000000e+01	2.499790e+00
5.800000000000000e+01	2.489564e+00
5.900000000000000e+01	2.506215e+00
6.000000000000000e+01	2.510521e+00
6.100000000000000e+01	2.507507e+00
6.200000000000000e+01	2.498555e+00
6.300000000000000e+01	2.480982e+00
6.400000000000000e+01	2.507641e+00
6.500000000000000e+01	2.504545e+00
6.600000000000000e+01	2.479471e+00
6.700000000000000e+01	2.501498e+00
6.800000000000000e+01	2.491597e+00
6.900000000000000e+01	2.520436e+00
7.000000000000000e+01	2.491932e+00
7.100000000000000e+01	2.492214e+00
7.200000000000000e+01	2.492138e+00
7.300000000000000e+01	2.503459e+00
7.400000000000000e+01	2.479825e+00
7.500000000000000e+01	2.496520e+00
7.600000000000000e+01	2.506723e+00
7.700000000000000e+01	2.498299e+00
7.800000000000000e+01	2.505723e+00
7.900000000000000e+01	2.498085e+00
8.000000000000000e+01	2.497315e+00
8.100000000000000e+01	2.503911e+00
8.200000000000000e+01	2.514885e+00
8.300000000000000e+01	2.490819e+00
8.400000000000000e+01	2.505151e+00
8.500000000000000e+01	2.497954e+00
8.600000000000000e+01	2.492405e+00
8.700000000000000e+01	2.486523e+00
8.800000000000000e+01	2.500066e+00
8.900000000000000e+01	2.499027e+00
9.000000000000000e+01	2.501266e+00
9.100000000000000e+01	2.497582e+00
9.200000000000000e+01	2.503925e+00
9.300000000000000e+01	2.490842e+00
9.400000000000000e+01	2.496541e+00
9.500000000000000e+01	2.506717e+00
9.600000000000000e+01	2.504590e+00
9.700000000000000e+01	2.508992e+00
9.800000000000000e+01	2.499874e+00
9.900000000000000e+01	2.511943e+00
1.000000000000000e+02	2.483711e+00
Step Information: Temp=115  (Step: 9/10)
1.000000000000000e+00	2.492587e+00
2.000000000000000e+00	2.514924e+00
3.000000000000000e+00	2.490892e+00
4.000000000000000e+00	2.489339e+00
5.000000000000000e+00	2.495419e+00
6.000000000000000e+00	2.507951e+00
7.000000000000000e+00	2.489441e+00
8.000000000000000e+00	2.486884e+00
9.000000000000000e+00	2.497350e+00
1.000000000000000e+01	2.508188e+00
1.100000000000000e+01	2.496330e+00
1.200000000000000e+01	2.502719e+00
1.300000000000000e+01	2.499095e+00
1.400000000000000e+01	2.502620e+00
1.500000000000000e+01	2.496850e+00
1.600000000000000e+01	2.499902e+00
1.700000000000000e+01	2.503414e+00
1.800000000000000e+01	2.500842e+00
1.900000000000000e+01	2.487549e+00
2.000000000000000e+01	2.516447e+00
2.100000000000000e+01	2.512136e+00
2.200000000000000e+01	2.484284e+00
2.300000000000000e+01	2.506537e+00
2.400000000000000e+01	2.518492e+00
2.500000000000000e+01	2.514589e+00
2.600000000000000e+01	2.503402e+00
2.700000000000000e+01	2.498852e+00
2.800000000000000e+01	2.507847e+00
2.900000000000000e+01	2.481945e+00
3.000000000000000e+01	2.494043e+00
3.100000000000000e+01	2.489092e+00
3.200000000000000e+01	2.521806e+00
3.300000000000000e+01	2.478739e+00
3.400000000000000e+01	2.492707e+00
3.500000000000000e+01	2.503177e+00
3.600000000000000e+01	2.509865e+00
3.700000000000000e+01	2.508422e+00
3.800000000000000e+01	2.493824e+00
3.900000000000000e+01	2.499402e+00
4.000000000000000e+01	2.493511e+00
4.100000000000000e+01	2.497545e+00
4.200000000000000e+01	2.499021e+00
4.300000000000000e+01	2.491807e+00
4.400000000000000e+01	2.511592e+00
4.500000000000000e+01	2.494694e+00
4.600000000000000e+01	2.504132e+00
4.700000000000000e+01	2.490058e+00
4.800000000000000e+01	2.508183e+00
4.900000000000000e+01	2.476624e+00
5.000000000000000e+01	2.510311e+00
5.100000000000000e+01	2.503855e+00
5.200000000000000e+01	2.496402e+00
5.300000000000000e+01	2.501508e+00
5.400000000000000e+01	2.485893e+00
5.500000000000000e+01	2.511413e+00
5.600000000000000e+01	2.495470e+00
5.700000000000000e+01	2.500239e+00
5.800000000000000e+01	2.500654e+00
5.900000000000000e+01	2.500855e+00
6.000000000000000e+01	2.479948e+00
6.100000000000000e+01	2.510265e+00
6.200000000000000e+01	2.501102e+00
6.300000000000000e+01	2.501029e+00
6.400000000000000e+01	2.506958e+00
6.500000000000000e+01	2.495335e+00
6.600000000000000e+01	2.501458e+00
6.700000000000000e+01	2.485151e+00
6.800000000000000e+01	2.491994e+00
6.900000000000000e+01	2.487104e+00
7.000000000000000e+01	2.495530e+00
7.100000000000000e+01	2.516854e+00
7.200000000000000e+01	2.495939e+00
7.300000000000000e+01	2.514520e+00
7.400000000000000e+01	2.500117e+00
7.500000000000000e+01	2.504897e+00
7.600000000000000e+01	2.485606e+00
7.700000000000000e+01	2.500658e+00
7.800000000000000e+01	2.500560e+00
7.900000000000000e+01	2.502602e+00
8.000000000000000e+01	2.482740e+00
8.100000000000000e+01	2.505314e+00
8.200000000000000e+01	2.507433e+00
8.300000000000000e+01	2.501247e+00
8.400000000000000e+01	2.488111e+00
8.500000000000000e+01	2.499483e+00
8.600000000000000e+01	2.491289e+00
8.700000000000000e+01	2.507396e+00
8.800000000000000e+01	2.494992e+00
8.900000000000000e+01	2.508384e+00
9.000000000000000e+01	2.493604e+00
9.100000000000000e+01	2.496770e+00
9.200000000000000e+01	2.499387e+00
9.300000000000000e+01	2.494831e+00
9.400000000000000e+01	2.507075e+00
9.500000000000000e+01	2.499624e+00
9.600000000000000e+01	2.486443e+00
9.700000000000000e+01	2.517830e+00
9.800000000000000e+01	2.501222e+00
9.900000000000000e+01	2.481114e+00
1.000000000000000e+02	2.505861e+00
Step Information: Temp=125  (Step: 10/10)
1.000000000000000e+00	2.502358e+00
2.000000000000000e+00	2.511823e+00
3.000000000000000e+00	2.483433e+00
4.000000000000000e+00	2.500840e+00
5.000000000000000e+00	2.507300e+00
6.000000000000000e+00	2.492855e+00
7.000000000000000e+00	2.504151e+00
8.000000000000000e+00	2.505783e+00
9.000000000000000e+00	2.479962e+00
1.000000000000000e+01	2.516799e+00
1.100000000000000e+01	2.517958e+00
1.200000000000000e+01	2.506754e+00
1.300000000000000e+01	2.512262e+00
1.400000000000000e+01	2.507144e+00
1.500000000000000e+01	2.511099e+00
1.600000000000000e+01	2.507313e+00
1.700000000000000e+01	2.509289e+00
1.800000000000000e+01	2.496291e+00
1.900000000000000e+01	2.512223e+00
2.000000000000000e+01	2.513615e+00
2.100000000000000e+01	2.503072e+00
2.200000000000000e+01	2.504747e+00
2.300000000000000e+01	2.491980e+00
2.400000000000000e+01	2.495045e+00
2.500000000000000e+01	2.503589e+00
2.600000000000000e+01	2.503377e+00
2.700000000000000e+01	2.491890e+00
2.800000000000000e+01	2.490860e+00
2.900000000000000e+01	2.492830e+00
3.000000000000000e+01	2.490082e+00
3.100000000000000e+01	2.499797e+00
3.200000000000000e+01	2.513926e+00
3.300000000000000e+01	2.507953e+00
3.400000000000000e+01	2.500488e+00
3.500000000000000e+01	2.494023e+00
3.600000000000000e+01	2.511360e+00
3.700000000000000e+01	2.507751e+00
3.800000000000000e+01	2.515085e+00
3.900000000000000e+01	2.499699e+00
4.000000000000000e+01	2.497505e+00
4.100000000000000e+01	2.501380e+00
4.200000000000000e+01	2.491639e+00
4.300000000000000e+01	2.496748e+00
4.400000000000000e+01	2.482854e+00
4.500000000000000e+01	2.488518e+00
4.600000000000000e+01	2.506618e+00
4.700000000000000e+01	2.486598e+00
4.800000000000000e+01	2.500224e+00
4.900000000000000e+01	2.497625e+00
5.000000000000000e+01	2.481397e+00
5.100000000000000e+01	2.489271e+00
5.200000000000000e+01	2.507558e+00
5.300000000000000e+01	2.494289e+00
5.400000000000000e+01	2.517475e+00
5.500000000000000e+01	2.486943e+00
5.600000000000000e+01	2.520964e+00
5.700000000000000e+01	2.505089e+00
5.800000000000000e+01	2.499327e+00
5.900000000000000e+01	2.494848e+00
6.000000000000000e+01	2.491616e+00
6.100000000000000e+01	2.498454e+00
6.200000000000000e+01	2.494664e+00
6.300000000000000e+01	2.512450e+00
6.400000000000000e+01	2.508307e+00
6.500000000000000e+01	2.505303e+00
6.600000000000000e+01	2.487118e+00
6.700000000000000e+01	2.505203e+00
6.800000000000000e+01	2.519837e+00
6.900000000000000e+01	2.503376e+00
7.000000000000000e+01	2.502455e+00
7.100000000000000e+01	2.483395e+00
7.200000000000000e+01	2.501285e+00
7.300000000000000e+01	2.504979e+00
7.400000000000000e+01	2.499704e+00
7.500000000000000e+01	2.506484e+00
7.600000000000000e+01	2.511763e+00
7.700000000000000e+01	2.500314e+00
7.800000000000000e+01	2.500610e+00
7.900000000000000e+01	2.497354e+00
8.000000000000000e+01	2.510106e+00
8.100000000000000e+01	2.496917e+00
8.200000000000000e+01	2.496107e+00
8.300000000000000e+01	2.509338e+00
8.400000000000000e+01	2.496161e+00
8.500000000000000e+01	2.502985e+00
8.600000000000000e+01	2.495841e+00
8.700000000000000e+01	2.483411e+00
8.800000000000000e+01	2.487833e+00
8.900000000000000e+01	2.484026e+00
9.000000000000000e+01	2.499553e+00
9.100000000000000e+01	2.497090e+00
9.200000000000000e+01	2.492784e+00
9.300000000000000e+01	2.508258e+00
9.400000000000000e+01	2.497828e+00
9.500000000000000e+01	2.508451e+00
9.600000000000000e+01	2.494406e+00
9.700000000000000e+01	2.502418e+00
9.800000000000000e+01	2.501304e+00
9.900000000000000e+01	2.494481e+00
1.000000000000000e+02	2.500505e+00
