run	V(output)
6.700000000000000e+01	2.486946e+00
6.800000000000000e+01	2.508044e+00
6.900000000000000e+01	2.516715e+00
7.000000000000000e+01	2.510320e+00
7.100000000000000e+01	2.487893e+00
7.200000000000000e+01	2.480525e+00
7.300000000000000e+01	2.489856e+00
7.400000000000000e+01	2.488290e+00
7.500000000000000e+01	2.499691e+00
7.600000000000000e+01	2.495227e+00
7.700000000000000e+01	2.487621e+00
7.800000000000000e+01	2.484067e+00
7.900000000000000e+01	2.514199e+00
8.000000000000000e+01	2.501621e+00
8.100000000000000e+01	2.501740e+00
8.200000000000000e+01	2.497941e+00
8.300000000000000e+01	2.504441e+00
8.400000000000000e+01	2.499203e+00
8.500000000000000e+01	2.497917e+00
8.600000000000000e+01	2.498478e+00
8.700000000000000e+01	2.503262e+00
8.800000000000000e+01	2.495764e+00
8.900000000000000e+01	2.506098e+00
9.000000000000000e+01	2.518271e+00
9.100000000000000e+01	2.485545e+00
9.200000000000000e+01	2.513031e+00
9.300000000000000e+01	2.509144e+00
9.400000000000000e+01	2.485768e+00
9.500000000000000e+01	2.486730e+00
9.600000000000000e+01	2.486988e+00
9.700000000000000e+01	2.508313e+00
9.800000000000000e+01	2.486506e+00
9.900000000000000e+01	2.493063e+00
1.000000000000000e+02	2.498522e+00
Step Information: Temp=-5  (Step: 3/10)
1.000000000000000e+00	2.509527e+00
2.000000000000000e+00	2.494384e+00
3.000000000000000e+00	2.485901e+00
4.000000000000000e+00	2.497393e+00
5.000000000000000e+00	2.500732e+00
6.000000000000000e+00	2.509028e+00
7.000000000000000e+00	2.505198e+00
8.000000000000000e+00	2.502178e+00
9.000000000000000e+00	2.498366e+00
1.000000000000000e+01	2.484903e+00
1.100000000000000e+01	2.505971e+00
1.200000000000000e+01	2.500032e+00
1.300000000000000e+01	2.493361e+00
1.400000000000000e+01	2.491152e+00
1.500000000000000e+01	2.500654e+00
1.600000000000000e+01	2.494700e+00
1.700000000000000e+01	2.511419e+00
1.800000000000000e+01	2.501476e+00
1.900000000000000e+01	2.514004e+00
2.000000000000000e+01	2.510306e+00
2.100000000000000e+01	2.499580e+00
2.200000000000000e+01	2.512146e+00
2.300000000000000e+01	2.505586e+00
2.400000000000000e+01	2.492995e+00
2.500000000000000e+01	2.506767e+00
2.600000000000000e+01	2.490429e+00
2.700000000000000e+01	2.488288e+00
2.800000000000000e+01	2.513058e+00
2.900000000000000e+01	2.497750e+00
3.000000000000000e+01	2.513964e+00
3.100000000000000e+01	2.498026e+00
3.200000000000000e+01	2.508135e+00
3.300000000000000e+01	2.489017e+00
3.400000000000000e+01	2.505311e+00
3.500000000000000e+01	2.511729e+00
3.600000000000000e+01	2.478919e+00
3.700000000000000e+01	2.492738e+00
3.800000000000000e+01	2.520964e+00
3.900000000000000e+01	2.501661e+00
4.000000000000000e+01	2.501232e+00
4.100000000000000e+01	2.476832e+00
4.200000000000000e+01	2.481167e+00
4.300000000000000e+01	2.501544e+00
4.400000000000000e+01	2.494540e+00
4.500000000000000e+01	2.521220e+00
4.600000000000000e+01	2.503221e+00
4.700000000000000e+01	2.483976e+00
4.800000000000000e+01	2.505708e+00
4.900000000000000e+01	2.501465e+00
5.000000000000000e+01	2.499227e+00
5.100000000000000e+01	2.481955e+00
5.200000000000000e+01	2.487490e+00
5.300000000000000e+01	2.502438e+00
5.400000000000000e+01	2.518661e+00
5.500000000000000e+01	2.506715e+00
5.600000000000000e+01	2.485827e+00
5.700000000000000e+01	2.496075e+00
5.800000000000000e+01	2.502990e+00
5.900000000000000e+01	2.502350e+00
6.000000000000000e+01	2.496919e+00
6.100000000000000e+01	2.492929e+00
6.200000000000000e+01	2.502298e+00
6.300000000000000e+01	2.497958e+00
6.400000000000000e+01	2.489950e+00
6.500000000000000e+01	2.505205e+00
6.600000000000000e+01	2.499713e+00
6.700000000000000e+01	2.492039e+00
6.800000000000000e+01	2.496703e+00
6.900000000000000e+01	2.480140e+00
7.000000000000000e+01	2.514591e+00
7.100000000000000e+01	2.497007e+00
7.200000000000000e+01	2.507172e+00
7.300000000000000e+01	2.516307e+00
7.400000000000000e+01	2.504894e+00
7.500000000000000e+01	2.484055e+00
7.600000000000000e+01	2.493735e+00
7.700000000000000e+01	2.489052e+00
7.800000000000000e+01	2.487140e+00
7.900000000000000e+01	2.491565e+00
8.000000000000000e+01	2.497368e+00
8.100000000000000e+01	2.507255e+00
8.200000000000000e+01	2.510422e+00
8.300000000000000e+01	2.506362e+00
8.400000000000000e+01	2.517241e+00
8.500000000000000e+01	2.487970e+00
8.600000000000000e+01	2.481034e+00
8.700000000000000e+01	2.508910e+00
8.800000000000000e+01	2.481664e+00
8.900000000000000e+01	2.498810e+00
9.000000000000000e+01	2.500979e+00
9.100000000000000e+01	2.506860e+00
9.200000000000000e+01	2.512300e+00
9.300000000000000e+01	2.491151e+00
9.400000000000000e+01	2.489667e+00
9.500000000000000e+01	2.511224e+00
9.600000000000000e+01	2.498872e+00
9.700000000000000e+01	2.501801e+00
9.800000000000000e+01	2.500195e+00
9.900000000000000e+01	2.487564e+00
1.000000000000000e+02	2.497700e+00
Step Information: Temp=15  (Step: 4/10)
1.000000000000000e+00	2.496142e+00
2.000000000000000e+00	2.520177e+00
3.000000000000000e+00	2.497414e+00
4.000000000000000e+00	2.503709e+00
5.000000000000000e+00	2.509446e+00
6.000000000000000e+00	2.491525e+00
7.000000000000000e+00	2.506754e+00
8.000000000000000e+00	2.480522e+00
9.000000000000000e+00	2.504523e+00
1.000000000000000e+01	2.513800e+00
1.100000000000000e+01	2.494651e+00
1.200000000000000e+01	2.502347e+00
1.300000000000000e+01	2.490384e+00
1.400000000000000e+01	2.478054e+00
1.500000000000000e+01	2.512947e+00
1.600000000000000e+01	2.498914e+00
1.700000000000000e+01	2.520751e+00
1.800000000000000e+01	2.490987e+00
1.900000000000000e+01	2.495702e+00
2.000000000000000e+01	2.512017e+00
2.100000000000000e+01	2.519841e+00
2.200000000000000e+01	2.500824e+00
2.300000000000000e+01	2.503866e+00
2.400000000000000e+01	2.508236e+00
2.500000000000000e+01	2.494714e+00
2.600000000000000e+01	2.506615e+00
2.700000000000000e+01	2.488617e+00
2.800000000000000e+01	2.486080e+00
2.900000000000000e+01	2.489865e+00
3.000000000000000e+01	2.515619e+00
3.100000000000000e+01	2.502795e+00
3.200000000000000e+01	2.511313e+00
3.300000000000000e+01	2.519372e+00
3.400000000000000e+01	2.500852e+00
3.500000000000000e+01	2.507957e+00
3.600000000000000e+01	2.502851e+00
3.700000000000000e+01	2.515054e+00
3.800000000000000e+01	2.504888e+00
3.900000000000000e+01	2.498610e+00
4.000000000000000e+01	2.506101e+00
4.100000000000000e+01	2.490734e+00
4.200000000000000e+01	2.491173e+00
4.300000000000000e+01	2.488800e+00
4.400000000000000e+01	2.499507e+00
4.500000000000000e+01	2.498014e+00
4.600000000000000e+01	2.495862e+00
4.700000000000000e+01	2.509115e+00
4.800000000000000e+01	2.487676e+00
4.900000000000000e+01	2.488160e+00
5.000000000000000e+01	2.495564e+00
5.100000000000000e+01	2.515288e+00
5.200000000000000e+01	2.506245e+00
5.300000000000000e+01	2.510664e+00
5.400000000000000e+01	2.497890e+00
5.500000000000000e+01	2.505720e+00
5.600000000000000e+01	2.494451e+00
5.700000000000000e+01	2.487524e+00
5.800000000000000e+01	2.507734e+00
5.900000000000000e+01	2.487929e+00
6.000000000000000e+01	2.507008e+00
6.100000000000000e+01	2.503175e+00
6.200000000000000e+01	2.496519e+00
6.300000000000000e+01	2.492724e+00
6.400000000000000e+01	2.483111e+00
6.500000000000000e+01	2.502457e+00
6.600000000000000e+01	2.498120e+00
6.700000000000000e+01	2.498966e+00
6.800000000000000e+01	2.483224e+00
6.900000000000000e+01	2.494367e+00
7.000000000000000e+01	2.511484e+00
7.100000000000000e+01	2.495513e+00
7.200000000000000e+01	2.509588e+00
7.300000000000000e+01	2.501997e+00
7.400000000000000e+01	2.498232e+00
7.500000000000000e+01	2.507560e+00
7.600000000000000e+01	2.478446e+00
7.700000000000000e+01	2.496777e+00
7.800000000000000e+01	2.514601e+00
7.900000000000000e+01	2.504212e+00
8.000000000000000e+01	2.490149e+00
8.100000000000000e+01	2.490714e+00
8.200000000000000e+01	2.505266e+00
8.300000000000000e+01	2.493355e+00
8.400000000000000e+01	2.508042e+00
8.500000000000000e+01	2.490264e+00
8.600000000000000e+01	2.494678e+00
8.700000000000000e+01	2.488265e+00
8.800000000000000e+01	2.498599e+00
8.900000000000000e+01	2.516934e+00
9.000000000000000e+01	2.494484e+00
9.100000000000000e+01	2.492892e+00
9.200000000000000e+01	2.487858e+00
9.300000000000000e+01	2.499110e+00
9.400000000000000e+01	2.509897e+00
9.500000000000000e+01	2.514256e+00
9.600000000000000e+01	2.504249e+00
9.700000000000000e+01	2.497125e+00
9.800000000000000e+01	2.482423e+00
9.900000000000000e+01	2.506353e+00
1.000000000000000e+02	2.521239e+00
Step Information: Temp=35  (Step: 5/10)
1.000000000000000e+00	2.487407e+00
2.000000000000000e+00	2.494161e+00
3.000000000000000e+00	2.505898e+00
4.000000000000000e+00	2.484336e+00
5.000000000000000e+00	2.498186e+00
6.000000000000000e+00	2.506497e+00
7.000000000000000e+00	2.510332e+00
8.000000000000000e+00	2.514537e+00
9.000000000000000e+00	2.515009e+00
1.000000000000000e+01	2.514048e+00
1.100000000000000e+01	2.508156e+00
1.200000000000000e+01	2.496917e+00
1.300000000000000e+01	2.511426e+00
1.400000000000000e+01	2.518794e+00
1.500000000000000e+01	2.506911e+00
1.600000000000000e+01	2.488631e+00
1.700000000000000e+01	2.500099e+00
1.800000000000000e+01	2.504895e+00
1.900000000000000e+01	2.515963e+00
2.000000000000000e+01	2.482411e+00
2.100000000000000e+01	2.499600e+00
2.200000000000000e+01	2.507446e+00
2.300000000000000e+01	2.501492e+00
2.400000000000000e+01	2.506115e+00
2.500000000000000e+01	2.514017e+00
2.600000000000000e+01	2.495078e+00
2.700000000000000e+01	2.511760e+00
2.800000000000000e+01	2.501184e+00
2.900000000000000e+01	2.512207e+00
3.000000000000000e+01	2.503905e+00
3.100000000000000e+01	2.502608e+00
3.200000000000000e+01	2.497741e+00
3.300000000000000e+01	2.504743e+00
3.400000000000000e+01	2.492742e+00
3.500000000000000e+01	2.509283e+00
3.600000000000000e+01	2.498910e+00
3.700000000000000e+01	2.492602e+00
3.800000000000000e+01	2.492343e+00
3.900000000000000e+01	2.496017e+00
4.000000000000000e+01	2.496272e+00
4.100000000000000e+01	2.512053e+00
4.200000000000000e+01	2.511338e+00
4.300000000000000e+01	2.505838e+00
4.400000000000000e+01	2.502978e+00
4.500000000000000e+01	2.498975e+00
4.600000000000000e+01	2.520472e+00
4.700000000000000e+01	2.497577e+00
4.800000000000000e+01	2.497075e+00
4.900000000000000e+01	2.502415e+00
5.000000000000000e+01	2.505689e+00
5.100000000000000e+01	2.509346e+00
5.200000000000000e+01	2.496247e+00
5.300000000000000e+01	2.499624e+00
5.400000000000000e+01	2.498541e+00
5.500000000000000e+01	2.496310e+00
5.600000000000000e+01	2.508981e+00
5.700000000000000e+01	2.487365e+00
5.800000000000000e+01	2.502860e+00
5.900000000000000e+01	2.500694e+00
6.000000000000000e+01	2.501681e+00
6.100000000000000e+01	2.523104e+00
6.200000000000000e+01	2.496183e+00
6.300000000000000e+01	2.516161e+00
6.400000000000000e+01	2.510361e+00
6.500000000000000e+01	2.496919e+00
6.600000000000000e+01	2.478911e+00
6.700000000000000e+01	2.481167e+00
6.800000000000000e+01	2.499335e+00
6.900000000000000e+01	2.491204e+00
7.000000000000000e+01	2.511302e+00
7.100000000000000e+01	2.508951e+00
7.200000000000000e+01	2.503696e+00
7.300000000000000e+01	2.496453e+00
7.400000000000000e+01	2.494056e+00
7.500000000000000e+01	2.490004e+00
7.600000000000000e+01	2.485040e+00
7.700000000000000e+01	2.479934e+00
7.800000000000000e+01	2.507369e+00
7.900000000000000e+01	2.495755e+00
8.000000000000000e+01	2.493702e+00
8.100000000000000e+01	2.492419e+00
8.200000000000000e+01	2.490525e+00
8.300000000000000e+01	2.498296e+00
8.400000000000000e+01	2.498274e+00
8.500000000000000e+01	2.488065e+00
8.600000000000000e+01	2.502964e+00
8.700000000000000e+01	2.496169e+00
8.800000000000000e+01	2.508682e+00
8.900000000000000e+01	2.483231e+00
9.000000000000000e+01	2.488566e+00
9.100000000000000e+01	2.494707e+00
9.200000000000000e+01	2.513231e+00
9.300000000000000e+01	2.510601e+00
9.400000000000000e+01	2.506526e+00
9.500000000000000e+01	2.486917e+00
9.600000000000000e+01	2.500513e+00
9.700000000000000e+01	2.490402e+00
9.800000000000000e+01	2.509714e+00
9.900000000000000e+01	2.480043e+00
1.000000000000000e+02	2.507246e+00
Step Information: Temp=55  (Step: 6/10)
1.000000000000000e+00	2.499381e+00
2.000000000000000e+00	2.483839e+00
3.000000000000000e+00	2.494333e+00
4.000000000000000e+00	2.487027e+00
5.000000000000000e+00	2.506411e+00
6.000000000000000e+00	2.496681e+00
7.000000000000000e+00	2.514850e+00
8.000000000000000e+00	2.482486e+00
9.000000000000000e+00	2.507964e+00
1.000000000000000e+01	2.480628e+00
1.100000000000000e+01	2.505327e+00
1.200000000000000e+01	2.516057e+00
1.300000000000000e+01	2.499406e+00
1.400000000000000e+01	2.502152e+00
1.500000000000000e+01	2.505591e+00
1.600000000000000e+01	2.517587e+00
1.700000000000000e+01	2.523293e+00
1.800000000000000e+01	2.491708e+00
1.900000000000000e+01	2.497209e+00
2.000000000000000e+01	2.499778e+00
2.100000000000000e+01	2.485286e+00
2.200000000000000e+01	2.487448e+00
2.300000000000000e+01	2.512842e+00
2.400000000000000e+01	2.505468e+00
2.500000000000000e+01	2.504581e+00
2.600000000000000e+01	2.506428e+00
2.700000000000000e+01	2.486169e+00
2.800000000000000e+01	2.516333e+00
2.900000000000000e+01	2.504134e+00
3.000000000000000e+01	2.476263e+00
3.100000000000000e+01	2.478486e+00
3.200000000000000e+01	2.493624e+00
3.300000000000000e+01	2.489176e+00
3.400000000000000e+01	2.500323e+00
3.500000000000000e+01	2.494673e+00
3.600000000000000e+01	2.500156e+00
3.700000000000000e+01	2.508177e+00
3.800000000000000e+01	2.502141e+00
3.900000000000000e+01	2.519143e+00
4.000000000000000e+01	2.492233e+00
4.100000000000000e+01	2.505060e+00
4.200000000000000e+01	2.503419e+00
4.300000000000000e+01	2.497384e+00
4.400000000000000e+01	2.484123e+00
4.500000000000000e+01	2.508797e+00
4.600000000000000e+01	2.489154e+00
4.700000000000000e+01	2.507155e+00
4.800000000000000e+01	2.492837e+00
4.900000000000000e+01	2.492505e+00
5.000000000000000e+01	2.480356e+00
5.100000000000000e+01	2.486252e+00
5.200000000000000e+01	2.510531e+00
5.300000000000000e+01	2.517107e+00
5.400000000000000e+01	2.478393e+00
5.500000000000000e+01	2.509419e+00
5.600000000000000e+01	2.498490e+00
5.700000000000000e+01	2.501900e+00
5.800000000000000e+01	2.495811e+00
5.900000000000000e+01	2.484402e+00
6.000000000000000e+01	2.496494e+00
6.100000000000000e+01	2.501593e+00
6.200000000000000e+01	2.502205e+00
6.300000000000000e+01	2.509187e+00
6.400000000000000e+01	2.501226e+00
6.500000000000000e+01	2.504271e+00
6.600000000000000e+01	2.498409e+00
6.700000000000000e+01	2.523154e+00
6.800000000000000e+01	2.501826e+00
6.900000000000000e+01	2.518516e+00
7.000000000000000e+01	2.477913e+00
7.100000000000000e+01	2.503095e+00
7.200000000000000e+01	2.495148e+00
7.300000000000000e+01	2.495858e+00
7.400000000000000e+01	2.502048e+00
7.500000000000000e+01	2.501871e+00
7.600000000000000e+01	2.504264e+00
7.700000000000000e+01	2.486377e+00
7.800000000000000e+01	2.502022e+00
7.900000000000000e+01	2.510317e+00
8.000000000000000e+01	2.489263e+00
8.100000000000000e+01	2.515184e+00
8.200000000000000e+01	2.502438e+00
8.300000000000000e+01	2.497139e+00
8.400000000000000e+01	2.487412e+00
8.500000000000000e+01	2.499182e+00
8.600000000000000e+01	2.499798e+00
8.700000000000000e+01	2.503382e+00
8.800000000000000e+01	2.485703e+00
8.900000000000000e+01	2.503805e+00
9.000000000000000e+01	2.489193e+00
9.100000000000000e+01	2.504168e+00
9.200000000000000e+01	2.510808e+00
9.300000000000000e+01	2.494777e+00
9.400000000000000e+01	2.509475e+00
9.500000000000000e+01	2.503206e+00
9.600000000000000e+01	2.522095e+00
9.700000000000000e+01	2.504131e+00
9.800000000000000e+01	2.507378e+00
9.900000000000000e+01	2.497778e+00
1.000000000000000e+02	2.481944e+00
Step Information: Temp=75  (Step: 7/10)
1.000000000000000e+00	2.507684e+00
2.000000000000000e+00	2.494951e+00
3.000000000000000e+00	2.523304e+00
4.000000000000000e+00	2.492743e+00
5.000000000000000e+00	2.509150e+00
6.000000000000000e+00	2.499579e+00
7.000000000000000e+00	2.500203e+00
8.000000000000000e+00	2.500054e+00
9.000000000000000e+00	2.482431e+00
1.000000000000000e+01	2.498461e+00
1.100000000000000e+01	2.505759e+00
1.200000000000000e+01	2.485253e+00
1.300000000000000e+01	2.488270e+00
1.400000000000000e+01	2.497882e+00
1.500000000000000e+01	2.492457e+00
1.600000000000000e+01	2.497178e+00
1.700000000000000e+01	2.504593e+00
1.800000000000000e+01	2.497751e+00
1.900000000000000e+01	2.486610e+00
2.000000000000000e+01	2.511070e+00
2.100000000000000e+01	2.506902e+00
2.200000000000000e+01	2.517653e+00
2.300000000000000e+01	2.510566e+00
2.400000000000000e+01	2.517356e+00
2.500000000000000e+01	2.501364e+00
2.600000000000000e+01	2.512751e+00
2.700000000000000e+01	2.500871e+00
2.800000000000000e+01	2.497881e+00
2.900000000000000e+01	2.500509e+00
3.000000000000000e+01	2.508955e+00
3.100000000000000e+01	2.518373e+00
3.200000000000000e+01	2.491271e+00
3.300000000000000e+01	2.487264e+00
3.400000000000000e+01	2.486892e+00
3.500000000000000e+01	2.504628e+00
3.600000000000000e+01	2.509486e+00
3.700000000000000e+01	2.507850e+00
3.800000000000000e+01	2.499467e+00
3.900000000000000e+01	2.504330e+00
4.000000000000000e+01	2.505549e+00
4.100000000000000e+01	2.512614e+00
4.200000000000000e+01	2.491041e+00
4.300000000000000e+01	2.509215e+00
4.400000000000000e+01	2.495400e+00
4.500000000000000e+01	2.507759e+00
4.600000000000000e+01	2.524696e+00
4.700000000000000e+01	2.517180e+00
4.800000000000000e+01	2.504729e+00
4.900000000000000e+01	2.505877e+00
5.000000000000000e+01	2.489684e+00
5.100000000000000e+01	2.491437e+00
5.200000000000000e+01	2.506197e+00
5.300000000000000e+01	2.512245e+00
5.400000000000000e+01	2.484260e+00
5.500000000000000e+01	2.482018e+00
5.600000000000000e+01	2.503147e+00
5.700000000000000e+01	2.503586e+00
5.800000000000000e+01	2.507359e+00
5.900000000000000e+01	2.502447e+00
6.000000000000000e+01	2.514753e+00
6.100000000000000e+01	2.500362e+00
6.200000000000000e+01	2.489079e+00
6.300000000000000e+01	2.517146e+00
6.400000000000000e+01	2.504879e+00
6.500000000000000e+01	2.496735e+00
6.600000000000000e+01	2.504054e+00
6.700000000000000e+01	2.488769e+00
6.800000000000000e+01	2.486810e+00
6.900000000000000e+01	2.489862e+00
7.000000000000000e+01	2.505680e+00
7.100000000000000e+01	2.487197e+00
7.200000000000000e+01	2.487754e+00
7.300000000000000e+01	2.488626e+00
7.400000000000000e+01	2.499756e+00
7.500000000000000e+01	2.515610e+00
7.600000000000000e+01	2.510159e+00
7.700000000000000e+01	2.479014e+00
7.800000000000000e+01	2.489159e+00
7.900000000000000e+01	2.502146e+00
8.000000000000000e+01	2.496967e+00
8.100000000000000e+01	2.505077e+00
8.200000000000000e+01	2.499635e+00
8.300000000000000e+01	2.492766e+00
8.400000000000000e+01	2.518523e+00
8.500000000000000e+01	2.498931e+00
8.600000000000000e+01	2.511019e+00
8.700000000000000e+01	2.498533e+00
8.800000000000000e+01	2.500810e+00
8.900000000000000e+01	2.484847e+00
9.000000000000000e+01	2.496949e+00
9.100000000000000e+01	2.484835e+00
9.200000000000000e+01	2.497519e+00
9.300000000000000e+01	2.513911e+00
9.400000000000000e+01	2.514029e+00
9.500000000000000e+01	2.500068e+00
9.600000000000000e+01	2.516435e+00
9.700000000000000e+01	2.492610e+00
9.800000000000000e+01	2.493441e+00
9.900000000000000e+01	2.482386e+00
1.000000000000000e+02	2.512855e+00
Step Information: Temp=95  (Step: 8/10)
1.000000000000000e+00	2.516270e+00
2.000000000000000e+00	2.506272e+00
3.000000000000000e+00	2.509334e+00
4.000000000000000e+00	2.493386e+00
5.000000000000000e+00	2.495495e+00
6.000000000000000e+00	2.507137e+00
7.000000000000000e+00	2.501440e+00
8.000000000000000e+00	2.492306e+00
9.000000000000000e+00	2.480618e+00
1.000000000000000e+01	2.486324e+00
1.100000000000000e+01	2.502534e+00
1.200000000000000e+01	2.492740e+00
1.300000000000000e+01	2.505816e+00
1.400000000000000e+01	2.510706e+00
1.500000000000000e+01	2.504509e+00
1.600000000000000e+01	2.516471e+00
1.700000000000000e+01	2.498674e+00
1.800000000000000e+01	2.507489e+00
1.900000000000000e+01	2.490248e+00
2.000000000000000e+01	2.499217e+00
2.100000000000000e+01	2.502226e+00
2.200000000000000e+01	2.514114e+00
2.300000000000000e+01	2.516950e+00
2.400000000000000e+01	2.516455e+00
2.500000000000000e+01	2.476976e+00
2.600000000000000e+01	2.500565e+00
2.700000000000000e+01	2.487384e+00
